tdot_milemarker,time_unix_fix,lane1_speed,lane1_volume,lane1_occ,lane2_speed,lane2_volume,lane2_occ,lane3_speed,lane3_volume,lane3_occ,lane4_speed,lane4_volume,lane4_occ,milemarker
59.7,1720615320.0,26.0,10.0,24.0,22.0,6.0,20.0,22.0,7.0,34.0,19.0,7.0,23.0,59.73
59.7,1720615350.0,31.0,12.0,20.0,28.0,12.0,36.0,25.0,13.0,40.0,26.0,8.0,18.0,59.73
59.7,1720615380.0,34.0,15.0,23.0,31.0,10.0,27.0,28.0,13.0,32.0,31.0,7.0,14.0,59.73
59.7,1720615410.0,40.0,11.0,14.0,37.0,11.0,22.0,33.0,13.0,35.0,35.0,5.0,13.0,59.73
59.7,1720615440.0,37.0,10.0,14.0,36.0,11.0,23.0,33.0,14.0,37.0,32.0,8.0,20.0,59.73
59.7,1720615470.0,41.0,14.0,18.0,39.0,11.0,29.0,29.0,9.0,32.0,30.0,6.0,25.0,59.73
59.7,1720615500.0,46.0,10.0,11.0,43.0,12.0,17.0,34.0,12.0,25.0,33.0,8.0,22.0,59.73
59.7,1720615530.0,50.0,10.0,10.0,45.0,10.0,14.0,34.0,13.0,30.0,28.0,11.0,31.0,59.73
59.7,1720615560.0,43.0,8.0,10.0,38.0,12.0,17.0,33.0,13.0,36.0,25.0,11.0,37.0,59.73
59.7,1720615590.0,41.0,14.0,18.0,40.0,9.0,32.0,32.0,6.0,14.0,28.0,7.0,21.0,59.73
59.7,1720615620.0,33.0,9.0,14.0,32.0,10.0,24.0,25.0,8.0,40.0,26.0,10.0,25.0,59.73
59.7,1720615650.0,29.0,15.0,29.0,25.0,9.0,26.0,17.0,6.0,54.0,26.0,4.0,39.0,59.73
59.7,1720615680.0,23.0,7.0,14.0,22.0,4.0,19.0,21.0,2.0,64.0,5.0,2.0,24.0,59.73
59.7,1720615710.0,8.0,2.0,13.0,17.0,2.0,43.0,12.0,3.0,20.0,9.0,5.0,99.0,59.73
59.7,1720615740.0,17.0,8.0,25.0,15.0,7.0,45.0,12.0,6.0,53.0,5.0,4.0,43.0,59.73
59.7,1720615770.0,19.0,5.0,17.0,17.0,8.0,37.0,19.0,9.0,56.0,16.0,5.0,26.0,59.73
59.7,1720615800.0,25.0,9.0,30.0,27.0,9.0,27.0,25.0,10.0,35.0,20.0,5.0,14.0,59.73
59.7,1720615830.0,31.0,7.0,13.0,29.0,10.0,35.0,24.0,8.0,42.0,32.0,4.0,11.0,59.73
59.7,1720615860.0,44.0,13.0,16.0,36.0,9.0,23.0,29.0,10.0,24.0,31.0,6.0,27.0,59.73
59.7,1720615890.0,38.0,10.0,13.0,37.0,14.0,25.0,33.0,11.0,28.0,35.0,12.0,22.0,59.73
59.7,1720615920.0,40.0,10.0,13.0,35.0,13.0,25.0,30.0,12.0,31.0,35.0,11.0,20.0,59.73
59.7,1720615950.0,40.0,15.0,18.0,37.0,11.0,18.0,37.0,12.0,38.0,37.0,7.0,11.0,59.73
59.7,1720615980.0,43.0,11.0,13.0,39.0,12.0,21.0,36.0,12.0,28.0,39.0,11.0,21.0,59.73
59.7,1720616010.0,37.0,12.0,16.0,37.0,13.0,27.0,35.0,11.0,25.0,43.0,5.0,4.0,59.73
59.7,1720616040.0,31.0,11.0,21.0,30.0,10.0,20.0,30.0,11.0,24.0,39.0,5.0,7.0,59.73
59.7,1720616070.0,25.0,12.0,23.0,24.0,9.0,27.0,26.0,12.0,45.0,31.0,6.0,13.0,59.73
59.7,1720616100.0,12.0,5.0,29.0,12.0,2.0,33.0,8.0,2.0,56.0,17.0,6.0,68.0,59.73
59.7,1720616130.0,17.0,4.0,14.0,12.0,3.0,80.0,12.0,3.0,13.0,23.0,5.0,28.0,59.73
59.7,1720616160.0,28.0,13.0,27.0,27.0,9.0,29.0,25.0,8.0,20.0,30.0,11.0,32.0,59.73
59.7,1720616190.0,37.0,12.0,18.0,34.0,14.0,31.0,32.0,12.0,25.0,31.0,8.0,17.0,59.73
59.7,1720616220.0,42.0,12.0,17.0,37.0,9.0,16.0,34.0,11.0,26.0,36.0,11.0,30.0,59.73
59.7,1720616250.0,39.0,12.0,15.0,39.0,12.0,22.0,33.0,14.0,27.0,38.0,9.0,26.0,59.73
59.7,1720616280.0,33.0,14.0,22.0,29.0,13.0,31.0,28.0,10.0,31.0,30.0,7.0,20.0,59.73
59.7,1720616310.0,23.0,10.0,23.0,18.0,4.0,28.0,19.0,1.0,75.0,26.0,4.0,20.0,59.73
59.7,1720616340.0,18.0,9.0,22.0,14.0,5.0,24.0,15.0,5.0,52.0,18.0,6.0,19.0,59.73
59.7,1720616370.0,19.0,9.0,26.0,15.0,10.0,41.0,16.0,10.0,35.0,18.0,8.0,23.0,59.73
59.7,1720616400.0,17.0,5.0,14.0,15.0,6.0,48.0,16.0,4.0,44.0,19.0,4.0,48.0,59.73
59.7,1720616430.0,14.0,1.0,7.0,13.0,2.0,13.0,14.0,2.0,54.0,17.0,2.0,40.0,59.73
59.7,1720616460.0,25.0,12.0,23.0,22.0,9.0,27.0,24.0,12.0,51.0,22.0,9.0,44.0,59.73
59.7,1720616490.0,33.0,13.0,20.0,31.0,8.0,16.0,30.0,13.0,42.0,29.0,9.0,26.0,59.73
59.7,1720616520.0,36.0,13.0,17.0,34.0,12.0,23.0,32.0,10.0,28.0,25.0,12.0,48.0,59.73
59.7,1720616550.0,41.0,9.0,11.0,39.0,13.0,25.0,33.0,12.0,32.0,34.0,7.0,18.0,59.73
59.7,1720616580.0,40.0,10.0,13.0,38.0,9.0,16.0,32.0,9.0,26.0,38.0,6.0,26.0,59.73
59.7,1720616610.0,41.0,12.0,16.0,41.0,11.0,22.0,40.0,8.0,23.0,37.0,12.0,17.0,59.73
59.7,1720616640.0,40.0,14.0,21.0,38.0,12.0,31.0,38.0,9.0,19.0,38.0,5.0,12.0,59.73
59.7,1720616670.0,40.0,10.0,13.0,38.0,11.0,22.0,37.0,12.0,23.0,49.0,5.0,11.0,59.73
59.7,1720616700.0,33.0,14.0,24.0,35.0,13.0,23.0,33.0,7.0,22.0,31.0,14.0,35.0,59.73
59.7,1720616730.0,28.0,13.0,23.0,25.0,10.0,36.0,27.0,10.0,44.0,29.0,11.0,38.0,59.73
59.7,1720616760.0,10.0,7.0,34.0,8.0,4.0,58.0,17.0,2.0,79.0,21.0,6.0,34.0,59.73
59.7,1720616790.0,13.0,6.0,20.0,13.0,2.0,12.0,9.0,5.0,95.0,16.0,6.0,64.0,59.73
59.7,1720616820.0,14.0,10.0,41.0,15.0,4.0,28.0,8.0,5.0,95.0,19.0,3.0,35.0,59.73
59.7,1720616850.0,17.0,5.0,71.0,13.0,9.0,52.0,14.0,8.0,59.0,12.0,6.0,27.0,59.73
59.7,1720616880.0,30.0,14.0,24.0,24.0,7.0,30.0,24.0,10.0,44.0,21.0,7.0,24.0,59.73
59.7,1720616910.0,37.0,11.0,16.0,34.0,10.0,18.0,28.0,11.0,29.0,33.0,9.0,22.0,59.73
59.7,1720616940.0,36.0,14.0,20.0,32.0,10.0,21.0,30.0,12.0,37.0,41.0,6.0,15.0,59.73
59.7,1720616970.0,36.0,12.0,17.0,33.0,11.0,20.0,30.0,15.0,36.0,34.0,8.0,13.0,59.73
59.7,1720617000.0,40.0,12.0,15.0,35.0,12.0,21.0,33.0,12.0,27.0,32.0,9.0,17.0,59.73
59.7,1720617030.0,41.0,11.0,13.0,39.0,16.0,28.0,37.0,11.0,23.0,38.0,9.0,18.0,59.73
59.7,1720617060.0,34.0,14.0,21.0,37.0,9.0,18.0,33.0,15.0,44.0,40.0,7.0,15.0,59.73
59.7,1720617090.0,36.0,16.0,24.0,37.0,8.0,23.0,31.0,11.0,24.0,33.0,10.0,20.0,59.73
59.7,1720617120.0,29.0,12.0,21.0,30.0,14.0,33.0,30.0,10.0,31.0,32.0,12.0,30.0,59.73
59.7,1720617150.0,26.0,14.0,26.0,27.0,8.0,26.0,23.0,10.0,36.0,31.0,6.0,12.0,59.73
59.7,1720617180.0,29.0,10.0,19.0,25.0,9.0,31.0,20.0,6.0,38.0,24.0,11.0,31.0,59.73
59.7,1720617210.0,24.0,7.0,16.0,11.0,3.0,34.0,22.0,1.0,79.0,20.0,6.0,17.0,59.73
59.7,1720617240.0,14.0,4.0,19.0,9.0,4.0,57.0,,,,17.0,1.0,79.0,59.73
59.7,1720617270.0,,,,11.0,3.0,12.0,1.0,2.0,95.0,,,,59.73
59.7,1720617300.0,7.0,2.0,66.0,7.0,3.0,25.0,5.0,3.0,80.0,9.0,1.0,85.0,59.73
59.7,1720617330.0,9.0,4.0,23.0,15.0,2.0,43.0,11.0,2.0,67.0,11.0,3.0,99.0,59.73
59.7,1720617360.0,17.0,6.0,30.0,13.0,4.0,61.0,16.0,4.0,50.0,16.0,4.0,43.0,59.73
59.7,1720617390.0,24.0,13.0,25.0,22.0,10.0,30.0,20.0,7.0,47.0,20.0,5.0,22.0,59.73
59.7,1720617420.0,28.0,8.0,14.0,25.0,8.0,31.0,20.0,9.0,62.0,19.0,5.0,23.0,59.73
59.7,1720617450.0,31.0,7.0,13.0,25.0,12.0,31.0,20.0,9.0,39.0,16.0,8.0,27.0,59.73
59.7,1720617480.0,32.0,10.0,17.0,30.0,11.0,31.0,23.0,8.0,36.0,23.0,6.0,37.0,59.73
59.7,1720617510.0,31.0,9.0,14.0,27.0,8.0,22.0,20.0,8.0,38.0,22.0,7.0,36.0,59.73
59.7,1720617540.0,27.0,8.0,27.0,25.0,7.0,23.0,22.0,10.0,63.0,21.0,6.0,31.0,59.73
59.7,1720617570.0,31.0,12.0,22.0,28.0,10.0,41.0,25.0,9.0,46.0,28.0,6.0,28.0,59.73
59.7,1720617600.0,32.0,13.0,22.0,29.0,11.0,44.0,25.0,8.0,22.0,26.0,11.0,40.0,59.73
59.7,1720617630.0,32.0,14.0,24.0,31.0,12.0,37.0,28.0,11.0,34.0,34.0,7.0,22.0,59.73
59.7,1720617660.0,34.0,13.0,19.0,33.0,13.0,31.0,30.0,8.0,21.0,35.0,12.0,20.0,59.73
59.7,1720617690.0,36.0,17.0,25.0,34.0,12.0,31.0,32.0,13.0,33.0,32.0,13.0,24.0,59.73
59.7,1720617720.0,36.0,14.0,21.0,34.0,11.0,22.0,31.0,9.0,28.0,32.0,11.0,21.0,59.73
59.7,1720617750.0,35.0,11.0,18.0,34.0,11.0,34.0,32.0,14.0,46.0,33.0,6.0,15.0,59.73
59.7,1720617780.0,34.0,11.0,17.0,31.0,11.0,33.0,30.0,10.0,30.0,35.0,8.0,13.0,59.73
59.7,1720617810.0,27.0,12.0,27.0,27.0,9.0,34.0,24.0,8.0,34.0,29.0,4.0,13.0,59.73
59.7,1720617840.0,26.0,12.0,24.0,28.0,10.0,21.0,21.0,7.0,29.0,23.0,8.0,29.0,59.73
59.7,1720617870.0,22.0,11.0,23.0,21.0,11.0,48.0,23.0,9.0,34.0,26.0,8.0,22.0,59.73
59.7,1720617900.0,19.0,12.0,44.0,17.0,10.0,49.0,22.0,6.0,50.0,25.0,5.0,17.0,59.73
59.7,1720617930.0,28.0,13.0,23.0,28.0,13.0,31.0,29.0,8.0,24.0,35.0,9.0,24.0,59.73
59.7,1720617960.0,37.0,14.0,20.0,36.0,12.0,25.0,32.0,13.0,39.0,38.0,6.0,15.0,59.73
59.7,1720617990.0,38.0,13.0,18.0,37.0,16.0,34.0,36.0,11.0,25.0,40.0,12.0,25.0,59.73
59.7,1720618020.0,43.0,12.0,16.0,40.0,12.0,21.0,41.0,12.0,24.0,44.0,8.0,13.0,59.73
59.7,1720618050.0,43.0,19.0,23.0,40.0,14.0,30.0,42.0,9.0,16.0,42.0,9.0,12.0,59.73
59.7,1720618080.0,41.0,17.0,25.0,41.0,16.0,25.0,45.0,16.0,27.0,44.0,9.0,13.0,59.73
59.7,1720618110.0,45.0,13.0,17.0,45.0,8.0,18.0,47.0,13.0,25.0,50.0,8.0,10.0,59.73
59.7,1720618140.0,49.0,12.0,13.0,48.0,12.0,18.0,44.0,13.0,24.0,51.0,4.0,4.0,59.73
59.7,1720618170.0,51.0,14.0,14.0,44.0,15.0,25.0,41.0,14.0,27.0,35.0,7.0,21.0,59.73
59.7,1720618200.0,60.0,13.0,14.0,54.0,13.0,17.0,49.0,12.0,16.0,45.0,11.0,18.0,59.73
59.7,1720618230.0,59.0,14.0,13.0,54.0,19.0,20.0,52.0,14.0,21.0,52.0,6.0,6.0,59.73
59.7,1720618260.0,66.0,17.0,15.0,63.0,11.0,13.0,60.0,11.0,15.0,59.0,6.0,8.0,59.73
59.7,1720618290.0,62.0,14.0,11.0,57.0,13.0,17.0,53.0,12.0,18.0,47.0,12.0,26.0,59.73
59.7,1720618320.0,57.0,16.0,16.0,58.0,10.0,12.0,47.0,16.0,30.0,50.0,6.0,8.0,59.73
59.7,1720618350.0,65.0,10.0,8.0,58.0,10.0,9.0,57.0,9.0,16.0,55.0,11.0,13.0,59.73
59.7,1720618380.0,66.0,14.0,12.0,59.0,15.0,18.0,56.0,13.0,14.0,53.0,10.0,13.0,59.73
59.7,1720618410.0,65.0,21.0,17.0,62.0,15.0,15.0,56.0,13.0,16.0,55.0,8.0,10.0,59.73
59.7,1720618440.0,64.0,18.0,15.0,63.0,15.0,16.0,65.0,10.0,8.0,63.0,7.0,9.0,59.73
59.7,1720618470.0,63.0,8.0,6.0,63.0,11.0,11.0,50.0,8.0,16.0,53.0,8.0,13.0,59.73
59.7,1720618500.0,59.0,16.0,14.0,58.0,15.0,19.0,46.0,16.0,27.0,51.0,9.0,11.0,59.73
59.7,1720618530.0,58.0,16.0,14.0,55.0,13.0,21.0,48.0,8.0,30.0,49.0,7.0,9.0,59.73
59.7,1720618560.0,53.0,14.0,14.0,53.0,16.0,19.0,49.0,11.0,17.0,50.0,14.0,17.0,59.73
59.7,1720618590.0,66.0,14.0,12.0,62.0,16.0,15.0,50.0,9.0,16.0,54.0,8.0,8.0,59.73
59.7,1720618620.0,65.0,13.0,10.0,63.0,9.0,14.0,67.0,7.0,5.0,60.0,6.0,5.0,59.73
59.7,1720618650.0,59.0,14.0,13.0,57.0,13.0,13.0,59.0,9.0,9.0,54.0,9.0,8.0,59.73
59.7,1720618680.0,57.0,11.0,10.0,57.0,13.0,12.0,47.0,7.0,22.0,54.0,8.0,7.0,59.73
59.7,1720618710.0,50.0,12.0,12.0,39.0,9.0,15.0,37.0,6.0,22.0,48.0,7.0,7.0,59.73
59.7,1720618740.0,42.0,6.0,7.0,34.0,7.0,20.0,35.0,8.0,11.0,42.0,7.0,15.0,59.73
59.7,1720618770.0,23.0,9.0,17.0,17.0,6.0,30.0,20.0,6.0,55.0,27.0,6.0,12.0,59.73
59.7,1720618800.0,12.0,1.0,3.0,9.0,2.0,13.0,6.0,1.0,88.0,,,,59.73
59.7,1720618830.0,13.0,4.0,21.0,17.0,4.0,53.0,20.0,6.0,18.0,25.0,4.0,16.0,59.73
59.7,1720618860.0,14.0,6.0,50.0,17.0,4.0,38.0,20.0,4.0,18.0,26.0,3.0,8.0,59.73
59.7,1720618890.0,22.0,8.0,19.0,24.0,11.0,29.0,20.0,10.0,36.0,24.0,7.0,15.0,59.73
59.7,1720618920.0,33.0,12.0,19.0,31.0,11.0,24.0,28.0,10.0,31.0,36.0,7.0,14.0,59.73
59.7,1720618950.0,37.0,10.0,13.0,33.0,9.0,23.0,31.0,8.0,29.0,36.0,5.0,12.0,59.73
59.7,1720618980.0,38.0,12.0,17.0,35.0,13.0,33.0,37.0,12.0,32.0,37.0,4.0,13.0,59.73
59.7,1720619010.0,39.0,15.0,20.0,42.0,10.0,15.0,39.0,10.0,27.0,42.0,11.0,13.0,59.73
59.7,1720619040.0,32.0,7.0,11.0,34.0,7.0,20.0,28.0,9.0,35.0,27.0,9.0,17.0,59.73
59.7,1720619070.0,24.0,5.0,9.0,29.0,2.0,5.0,,,,,,,59.73
59.7,1720619100.0,22.0,3.0,6.0,17.0,3.0,38.0,,,,,,,59.73
59.7,1720619130.0,15.0,4.0,35.0,13.0,3.0,36.0,19.0,2.0,51.0,19.0,5.0,69.0,59.73
59.7,1720619160.0,13.0,1.0,6.0,15.0,3.0,71.0,10.0,4.0,69.0,14.0,3.0,13.0,59.73
59.7,1720619190.0,18.0,7.0,23.0,17.0,9.0,36.0,17.0,6.0,73.0,19.0,5.0,19.0,59.73
59.7,1720619220.0,23.0,9.0,25.0,19.0,11.0,44.0,16.0,7.0,23.0,24.0,9.0,39.0,59.73
59.7,1720619250.0,16.0,7.0,33.0,21.0,7.0,24.0,20.0,8.0,42.0,23.0,6.0,35.0,59.73
59.7,1720619280.0,21.0,10.0,34.0,22.0,6.0,27.0,21.0,8.0,38.0,29.0,8.0,20.0,59.73
59.7,1720619310.0,26.0,12.0,26.0,27.0,7.0,27.0,27.0,10.0,42.0,27.0,7.0,38.0,59.73
59.7,1720619340.0,31.0,13.0,20.0,27.0,10.0,32.0,25.0,9.0,44.0,28.0,10.0,22.0,59.73
59.7,1720619370.0,29.0,13.0,22.0,26.0,10.0,25.0,19.0,9.0,43.0,33.0,7.0,11.0,59.73
59.7,1720619400.0,26.0,12.0,25.0,26.0,7.0,34.0,24.0,8.0,23.0,30.0,11.0,25.0,59.73
59.7,1720619430.0,23.0,8.0,26.0,24.0,9.0,27.0,22.0,12.0,38.0,26.0,9.0,30.0,59.73
59.7,1720619460.0,25.0,8.0,20.0,27.0,7.0,24.0,28.0,10.0,38.0,36.0,5.0,9.0,59.73
59.7,1720619490.0,34.0,12.0,17.0,30.0,10.0,31.0,29.0,6.0,26.0,37.0,6.0,13.0,59.73
59.7,1720619520.0,38.0,15.0,22.0,37.0,11.0,25.0,34.0,11.0,28.0,42.0,8.0,13.0,59.73
59.7,1720619550.0,43.0,7.0,13.0,42.0,10.0,24.0,37.0,10.0,20.0,49.0,9.0,15.0,59.73
59.7,1720619580.0,46.0,13.0,14.0,43.0,11.0,19.0,39.0,11.0,22.0,43.0,11.0,15.0,59.73
59.7,1720619610.0,48.0,10.0,11.0,43.0,11.0,17.0,40.0,16.0,20.0,40.0,10.0,15.0,59.73
59.7,1720619640.0,49.0,13.0,16.0,48.0,11.0,20.0,41.0,10.0,21.0,44.0,9.0,15.0,59.73
59.7,1720619670.0,47.0,16.0,18.0,42.0,11.0,15.0,42.0,12.0,19.0,44.0,7.0,17.0,59.73
59.7,1720619700.0,47.0,14.0,16.0,43.0,15.0,29.0,43.0,11.0,16.0,43.0,11.0,21.0,59.73
59.7,1720619730.0,41.0,17.0,22.0,42.0,13.0,28.0,43.0,13.0,24.0,50.0,6.0,9.0,59.73
59.7,1720619760.0,47.0,16.0,19.0,45.0,14.0,22.0,42.0,7.0,14.0,48.0,7.0,12.0,59.73
59.7,1720619790.0,43.0,11.0,14.0,44.0,9.0,19.0,43.0,6.0,14.0,54.0,6.0,6.0,59.73
59.7,1720619820.0,36.0,13.0,21.0,29.0,11.0,27.0,39.0,9.0,16.0,54.0,9.0,10.0,59.73
59.7,1720619850.0,23.0,7.0,55.0,23.0,6.0,49.0,33.0,5.0,12.0,50.0,5.0,7.0,59.73
59.7,1720619880.0,18.0,7.0,23.0,26.0,8.0,45.0,31.0,4.0,21.0,49.0,7.0,7.0,59.73
59.7,1720619910.0,29.0,11.0,20.0,32.0,11.0,24.0,33.0,11.0,25.0,46.0,6.0,10.0,59.73
59.7,1720619940.0,24.0,9.0,29.0,25.0,8.0,38.0,25.0,7.0,47.0,28.0,6.0,12.0,59.73
59.7,1720619970.0,15.0,5.0,13.0,19.0,1.0,43.0,17.0,1.0,27.0,14.0,1.0,3.0,59.73
59.7,1720620000.0,14.0,8.0,41.0,16.0,7.0,54.0,21.0,8.0,65.0,21.0,6.0,24.0,59.73
59.7,1720620030.0,25.0,9.0,18.0,25.0,9.0,21.0,24.0,9.0,49.0,25.0,5.0,28.0,59.73
59.7,1720620060.0,25.0,10.0,30.0,31.0,9.0,23.0,29.0,9.0,34.0,29.0,4.0,18.0,59.73
59.7,1720620090.0,22.0,11.0,34.0,31.0,8.0,21.0,27.0,9.0,44.0,34.0,6.0,28.0,59.73
59.7,1720620120.0,30.0,12.0,22.0,30.0,9.0,20.0,28.0,7.0,27.0,34.0,7.0,15.0,59.73
59.7,1720620150.0,36.0,13.0,23.0,34.0,6.0,25.0,31.0,10.0,31.0,34.0,4.0,13.0,59.73
59.7,1720620180.0,39.0,12.0,21.0,38.0,12.0,32.0,38.0,6.0,18.0,44.0,10.0,19.0,59.73
59.7,1720620210.0,40.0,14.0,18.0,39.0,13.0,23.0,37.0,10.0,24.0,43.0,7.0,10.0,59.73
59.7,1720620240.0,44.0,12.0,15.0,42.0,10.0,21.0,42.0,4.0,12.0,55.0,3.0,4.0,59.73
59.7,1720620270.0,42.0,12.0,18.0,42.0,15.0,31.0,41.0,8.0,18.0,44.0,10.0,21.0,59.73
59.7,1720620300.0,48.0,12.0,13.0,43.0,7.0,9.0,41.0,12.0,25.0,43.0,9.0,12.0,59.73
59.7,1720620330.0,48.0,14.0,15.0,40.0,10.0,22.0,36.0,9.0,29.0,43.0,5.0,11.0,59.73
59.7,1720620360.0,33.0,13.0,22.0,33.0,8.0,23.0,30.0,9.0,26.0,36.0,9.0,12.0,59.73
59.7,1720620390.0,28.0,10.0,24.0,27.0,8.0,19.0,21.0,6.0,89.0,35.0,6.0,9.0,59.73
59.7,1720620420.0,23.0,11.0,22.0,21.0,7.0,18.0,25.0,4.0,32.0,33.0,6.0,20.0,59.73
59.7,1720620450.0,25.0,10.0,24.0,23.0,7.0,22.0,13.0,5.0,48.0,30.0,6.0,18.0,59.73
59.7,1720620480.0,28.0,8.0,14.0,24.0,7.0,31.0,19.0,7.0,26.0,26.0,7.0,17.0,59.73
59.7,1720620510.0,27.0,10.0,21.0,24.0,9.0,35.0,18.0,6.0,45.0,25.0,8.0,20.0,59.73
59.7,1720620540.0,35.0,14.0,22.0,29.0,9.0,21.0,22.0,10.0,40.0,25.0,7.0,20.0,59.73
59.7,1720620570.0,38.0,6.0,8.0,32.0,8.0,25.0,26.0,8.0,39.0,31.0,8.0,21.0,59.73
59.7,1720620600.0,36.0,15.0,20.0,31.0,11.0,24.0,27.0,9.0,37.0,38.0,5.0,10.0,59.73
59.7,1720620630.0,33.0,12.0,18.0,32.0,12.0,28.0,28.0,9.0,26.0,40.0,7.0,9.0,59.73
59.7,1720620660.0,33.0,12.0,19.0,31.0,7.0,14.0,23.0,8.0,39.0,32.0,8.0,19.0,59.73
59.7,1720620690.0,36.0,6.0,8.0,27.0,10.0,50.0,23.0,7.0,53.0,59.0,4.0,8.0,59.73
59.7,1720620720.0,29.0,12.0,23.0,27.0,10.0,35.0,24.0,8.0,30.0,39.0,5.0,9.0,59.73
59.7,1720620750.0,20.0,12.0,34.0,20.0,8.0,34.0,18.0,4.0,23.0,31.0,10.0,33.0,59.73
59.7,1720620780.0,13.0,5.0,19.0,9.0,4.0,32.0,,,,23.0,1.0,2.0,59.73
59.7,1720620810.0,13.0,5.0,18.0,7.0,4.0,37.0,20.0,5.0,61.0,22.0,5.0,25.0,59.73
59.7,1720620840.0,18.0,7.0,17.0,13.0,7.0,48.0,19.0,6.0,60.0,25.0,8.0,24.0,59.73
59.7,1720620870.0,18.0,10.0,29.0,14.0,7.0,34.0,16.0,8.0,44.0,27.0,6.0,20.0,59.73
59.7,1720620900.0,14.0,7.0,29.0,16.0,5.0,22.0,20.0,8.0,39.0,29.0,4.0,12.0,59.73
59.7,1720620930.0,27.0,10.0,18.0,21.0,8.0,50.0,22.0,9.0,51.0,30.0,7.0,17.0,59.73
59.7,1720620960.0,30.0,11.0,22.0,24.0,7.0,27.0,21.0,6.0,33.0,27.0,4.0,10.0,59.73
59.7,1720620990.0,33.0,6.0,10.0,27.0,11.0,36.0,24.0,8.0,25.0,41.0,4.0,9.0,59.73
59.7,1720621020.0,35.0,12.0,17.0,32.0,11.0,31.0,30.0,8.0,29.0,38.0,7.0,15.0,59.73
59.7,1720621050.0,37.0,11.0,17.0,32.0,10.0,23.0,29.0,10.0,41.0,31.0,7.0,17.0,59.73
59.7,1720621080.0,32.0,10.0,17.0,30.0,11.0,29.0,29.0,9.0,31.0,33.0,7.0,17.0,59.73
59.7,1720621110.0,34.0,16.0,25.0,33.0,14.0,33.0,31.0,12.0,34.0,35.0,8.0,15.0,59.73
59.7,1720621140.0,40.0,16.0,21.0,34.0,15.0,27.0,34.0,12.0,30.0,42.0,10.0,15.0,59.73
59.7,1720621170.0,37.0,10.0,16.0,40.0,13.0,25.0,41.0,7.0,9.0,47.0,6.0,8.0,59.73
59.7,1720621200.0,41.0,16.0,23.0,42.0,13.0,28.0,39.0,10.0,32.0,43.0,6.0,11.0,59.73
59.7,1720621230.0,45.0,13.0,15.0,45.0,11.0,22.0,41.0,12.0,31.0,41.0,6.0,13.0,59.73
59.7,1720621260.0,48.0,11.0,13.0,44.0,7.0,14.0,40.0,9.0,17.0,55.0,5.0,10.0,59.73
59.7,1720621290.0,43.0,14.0,16.0,41.0,15.0,29.0,37.0,12.0,37.0,40.0,8.0,14.0,59.73
59.7,1720621320.0,49.0,19.0,20.0,47.0,16.0,26.0,45.0,9.0,21.0,46.0,6.0,9.0,59.73
59.7,1720621350.0,52.0,14.0,14.0,50.0,12.0,20.0,50.0,10.0,19.0,53.0,10.0,11.0,59.73
59.7,1720621380.0,53.0,15.0,14.0,48.0,14.0,28.0,51.0,9.0,15.0,58.0,2.0,3.0,59.73
59.7,1720621410.0,59.0,14.0,14.0,55.0,7.0,14.0,52.0,9.0,15.0,50.0,6.0,8.0,59.73
59.7,1720621440.0,50.0,12.0,13.0,49.0,12.0,23.0,48.0,10.0,22.0,51.0,9.0,18.0,59.73
59.7,1720621470.0,56.0,20.0,20.0,54.0,12.0,16.0,57.0,12.0,11.0,54.0,6.0,12.0,59.73
59.7,1720621500.0,61.0,15.0,15.0,58.0,17.0,23.0,53.0,11.0,24.0,53.0,10.0,22.0,59.73
59.7,1720621530.0,66.0,18.0,14.0,64.0,18.0,17.0,62.0,12.0,18.0,57.0,12.0,14.0,59.73
59.7,1720621560.0,60.0,18.0,19.0,58.0,12.0,19.0,57.0,10.0,26.0,58.0,2.0,1.0,59.73
59.7,1720621590.0,68.0,14.0,11.0,65.0,9.0,19.0,57.0,12.0,18.0,63.0,9.0,8.0,59.73
59.7,1720621620.0,65.0,11.0,10.0,59.0,13.0,13.0,59.0,13.0,18.0,54.0,8.0,14.0,59.73
59.7,1720621650.0,66.0,12.0,10.0,61.0,14.0,16.0,59.0,7.0,16.0,56.0,3.0,7.0,59.73
59.7,1720621680.0,65.0,18.0,14.0,61.0,12.0,11.0,61.0,11.0,21.0,55.0,4.0,4.0,59.73
59.7,1720621710.0,67.0,8.0,7.0,66.0,12.0,10.0,56.0,15.0,29.0,59.0,7.0,7.0,59.73
59.7,1720621740.0,68.0,13.0,10.0,63.0,20.0,20.0,61.0,14.0,18.0,60.0,4.0,7.0,59.73
59.7,1720621770.0,64.0,14.0,12.0,57.0,11.0,13.0,58.0,13.0,14.0,61.0,6.0,7.0,59.73
59.7,1720621800.0,68.0,16.0,11.0,64.0,9.0,13.0,63.0,10.0,12.0,64.0,7.0,6.0,59.73
59.7,1720621830.0,74.0,10.0,7.0,69.0,13.0,15.0,58.0,12.0,15.0,60.0,5.0,4.0,59.73
59.7,1720621860.0,81.0,4.0,2.0,71.0,12.0,10.0,69.0,14.0,14.0,65.0,3.0,3.0,59.73
59.7,1720621890.0,78.0,16.0,11.0,73.0,16.0,13.0,68.0,14.0,16.0,63.0,11.0,12.0,59.73
59.7,1720621920.0,74.0,11.0,8.0,68.0,13.0,12.0,67.0,12.0,13.0,61.0,7.0,6.0,59.73
