tdot_milemarker,time_unix_fix,lane1_speed,lane1_volume,lane1_occ,lane2_speed,lane2_volume,lane2_occ,lane3_speed,lane3_volume,lane3_occ,lane4_speed,lane4_volume,lane4_occ,milemarker
59.3,1720614990.0,30.0,6.0,15.0,25.0,14.0,49.0,24.0,7.0,67.0,25.0,4.0,11.0,59.28
59.3,1720615020.0,21.0,4.0,10.0,21.0,9.0,69.0,20.0,4.0,74.0,20.0,2.0,7.0,59.28
59.3,1720615050.0,21.0,3.0,7.0,19.0,8.0,70.0,17.0,3.0,81.0,9.0,3.0,18.0,59.28
59.3,1720615080.0,,,,6.0,3.0,89.0,8.0,4.0,75.0,18.0,1.0,55.0,59.28
59.3,1720615110.0,,,,,,,9.0,1.0,7.0,,,,59.28
59.3,1720615140.0,13.0,4.0,16.0,12.0,9.0,76.0,13.0,4.0,87.0,18.0,2.0,26.0,59.28
59.3,1720615170.0,18.0,5.0,29.0,17.0,6.0,61.0,15.0,3.0,69.0,16.0,4.0,24.0,59.28
59.3,1720615200.0,25.0,9.0,19.0,21.0,8.0,43.0,18.0,5.0,74.0,17.0,5.0,58.0,59.28
59.3,1720615230.0,33.0,9.0,15.0,25.0,13.0,45.0,20.0,12.0,54.0,19.0,8.0,30.0,59.28
59.3,1720615260.0,35.0,7.0,9.0,29.0,14.0,53.0,20.0,10.0,38.0,22.0,6.0,20.0,59.28
59.3,1720615290.0,31.0,7.0,14.0,27.0,16.0,45.0,19.0,10.0,37.0,19.0,10.0,48.0,59.28
59.3,1720615320.0,32.0,7.0,12.0,26.0,18.0,64.0,18.0,8.0,48.0,15.0,3.0,15.0,59.28
59.3,1720615350.0,35.0,7.0,11.0,29.0,17.0,50.0,23.0,13.0,38.0,26.0,8.0,21.0,59.28
59.3,1720615380.0,38.0,8.0,10.0,30.0,13.0,49.0,24.0,11.0,51.0,17.0,6.0,33.0,59.28
59.3,1720615410.0,36.0,6.0,11.0,31.0,16.0,49.0,23.0,9.0,53.0,29.0,6.0,27.0,59.28
59.3,1720615440.0,39.0,10.0,21.0,32.0,15.0,41.0,22.0,12.0,44.0,24.0,6.0,27.0,59.28
59.3,1720615470.0,34.0,7.0,11.0,29.0,16.0,49.0,27.0,11.0,60.0,21.0,1.0,4.0,59.28
59.3,1720615500.0,33.0,7.0,15.0,27.0,16.0,44.0,24.0,11.0,39.0,23.0,6.0,29.0,59.28
59.3,1720615530.0,29.0,9.0,18.0,26.0,12.0,68.0,23.0,5.0,46.0,25.0,4.0,19.0,59.28
59.3,1720615560.0,23.0,6.0,13.0,23.0,5.0,64.0,15.0,2.0,46.0,18.0,1.0,86.0,59.28
59.3,1720615590.0,11.0,1.0,3.0,10.0,3.0,77.0,14.0,3.0,73.0,,,,59.28
59.3,1720615620.0,20.0,5.0,13.0,19.0,12.0,63.0,13.0,4.0,61.0,16.0,3.0,21.0,59.28
59.3,1720615650.0,25.0,5.0,9.0,24.0,12.0,56.0,20.0,6.0,75.0,17.0,2.0,29.0,59.28
59.3,1720615680.0,33.0,10.0,24.0,30.0,13.0,46.0,20.0,7.0,59.0,22.0,6.0,18.0,59.28
59.3,1720615710.0,41.0,8.0,11.0,34.0,20.0,52.0,25.0,11.0,42.0,17.0,8.0,41.0,59.28
59.3,1720615740.0,42.0,7.0,9.0,38.0,15.0,39.0,27.0,12.0,41.0,26.0,6.0,22.0,59.28
59.3,1720615770.0,45.0,9.0,11.0,39.0,15.0,45.0,25.0,10.0,27.0,29.0,11.0,30.0,59.28
59.3,1720615800.0,49.0,10.0,10.0,36.0,12.0,27.0,26.0,12.0,41.0,25.0,7.0,17.0,59.28
59.3,1720615830.0,36.0,5.0,7.0,33.0,16.0,62.0,23.0,9.0,40.0,23.0,4.0,14.0,59.28
59.3,1720615860.0,36.0,10.0,16.0,35.0,15.0,45.0,32.0,11.0,27.0,34.0,5.0,13.0,59.28
59.3,1720615890.0,35.0,11.0,17.0,33.0,16.0,42.0,41.0,8.0,28.0,37.0,8.0,23.0,59.28
59.3,1720615920.0,37.0,9.0,13.0,32.0,16.0,48.0,27.0,11.0,43.0,27.0,7.0,21.0,59.28
59.3,1720615950.0,32.0,6.0,14.0,30.0,14.0,36.0,24.0,12.0,43.0,22.0,2.0,6.0,59.28
59.3,1720615980.0,30.0,3.0,5.0,23.0,9.0,83.0,21.0,5.0,31.0,,,,59.28
59.3,1720616010.0,21.0,5.0,18.0,20.0,5.0,23.0,22.0,7.0,81.0,22.0,1.0,25.0,59.28
59.3,1720616040.0,32.0,10.0,17.0,23.0,9.0,53.0,18.0,8.0,58.0,22.0,3.0,49.0,59.28
59.3,1720616070.0,33.0,10.0,27.0,29.0,7.0,14.0,20.0,7.0,47.0,19.0,5.0,22.0,59.28
59.3,1720616100.0,36.0,11.0,18.0,27.0,16.0,57.0,20.0,7.0,47.0,18.0,6.0,40.0,59.28
59.3,1720616130.0,38.0,13.0,21.0,31.0,15.0,37.0,27.0,12.0,33.0,34.0,4.0,8.0,59.28
59.3,1720616160.0,38.0,10.0,17.0,31.0,20.0,56.0,29.0,11.0,31.0,30.0,8.0,19.0,59.28
59.3,1720616190.0,34.0,6.0,13.0,24.0,9.0,72.0,20.0,4.0,48.0,25.0,4.0,13.0,59.28
59.3,1720616220.0,12.0,3.0,34.0,10.0,7.0,73.0,28.0,1.0,64.0,,,,59.28
59.3,1720616250.0,23.0,8.0,21.0,19.0,10.0,56.0,18.0,8.0,54.0,24.0,2.0,18.0,59.28
59.3,1720616280.0,14.0,7.0,42.0,15.0,5.0,60.0,14.0,7.0,75.0,15.0,3.0,18.0,59.28
59.3,1720616310.0,16.0,5.0,25.0,17.0,14.0,78.0,19.0,6.0,23.0,17.0,7.0,64.0,59.28
59.3,1720616340.0,26.0,7.0,15.0,25.0,19.0,58.0,22.0,10.0,35.0,26.0,2.0,4.0,59.28
59.3,1720616370.0,36.0,12.0,18.0,33.0,9.0,33.0,30.0,7.0,29.0,31.0,2.0,7.0,59.28
59.3,1720616400.0,39.0,9.0,13.0,33.0,18.0,44.0,29.0,8.0,24.0,29.0,7.0,13.0,59.28
59.3,1720616430.0,42.0,7.0,9.0,37.0,11.0,39.0,27.0,10.0,36.0,24.0,9.0,38.0,59.28
59.3,1720616460.0,40.0,10.0,13.0,32.0,16.0,37.0,25.0,13.0,40.0,27.0,7.0,29.0,59.28
59.3,1720616490.0,43.0,9.0,12.0,34.0,15.0,46.0,26.0,9.0,30.0,25.0,2.0,3.0,59.28
59.3,1720616520.0,40.0,10.0,13.0,34.0,17.0,45.0,30.0,15.0,41.0,37.0,5.0,7.0,59.28
59.3,1720616550.0,36.0,15.0,21.0,35.0,21.0,59.0,28.0,8.0,26.0,28.0,9.0,21.0,59.28
59.3,1720616580.0,35.0,8.0,14.0,29.0,17.0,52.0,20.0,8.0,45.0,32.0,3.0,19.0,59.28
59.3,1720616610.0,28.0,8.0,19.0,23.0,13.0,56.0,19.0,9.0,48.0,23.0,3.0,14.0,59.28
59.3,1720616640.0,23.0,10.0,33.0,16.0,10.0,64.0,16.0,2.0,88.0,17.0,3.0,13.0,59.28
59.3,1720616670.0,16.0,5.0,34.0,9.0,6.0,79.0,13.0,4.0,70.0,16.0,3.0,47.0,59.28
59.3,1720616700.0,14.0,2.0,7.0,12.0,6.0,66.0,13.0,5.0,42.0,20.0,4.0,44.0,59.28
59.3,1720616730.0,23.0,5.0,11.0,20.0,11.0,70.0,19.0,6.0,21.0,21.0,2.0,10.0,59.28
59.3,1720616760.0,29.0,7.0,12.0,27.0,15.0,58.0,27.0,10.0,44.0,26.0,2.0,5.0,59.28
59.3,1720616790.0,41.0,9.0,15.0,34.0,16.0,36.0,32.0,12.0,31.0,31.0,6.0,11.0,59.28
59.3,1720616820.0,38.0,11.0,16.0,33.0,17.0,45.0,33.0,11.0,34.0,35.0,7.0,13.0,59.28
59.3,1720616850.0,34.0,14.0,22.0,30.0,18.0,47.0,27.0,9.0,41.0,22.0,1.0,1.0,59.28
59.3,1720616880.0,37.0,10.0,18.0,32.0,13.0,50.0,32.0,16.0,37.0,34.0,4.0,10.0,59.28
59.3,1720616910.0,46.0,9.0,11.0,38.0,16.0,43.0,33.0,15.0,40.0,35.0,7.0,11.0,59.28
59.3,1720616940.0,46.0,13.0,17.0,40.0,14.0,35.0,35.0,12.0,27.0,38.0,7.0,14.0,59.28
59.3,1720616970.0,42.0,9.0,11.0,34.0,16.0,40.0,28.0,6.0,30.0,30.0,8.0,18.0,59.28
59.3,1720617000.0,38.0,13.0,17.0,29.0,14.0,46.0,27.0,6.0,29.0,44.0,3.0,6.0,59.28
59.3,1720617030.0,36.0,14.0,20.0,31.0,19.0,48.0,33.0,13.0,28.0,36.0,3.0,6.0,59.28
59.3,1720617060.0,35.0,9.0,16.0,29.0,14.0,45.0,31.0,13.0,36.0,33.0,4.0,6.0,59.28
59.3,1720617090.0,28.0,8.0,16.0,23.0,15.0,57.0,21.0,5.0,29.0,17.0,6.0,45.0,59.28
59.3,1720617120.0,12.0,4.0,24.0,,,,,,,,,,59.28
59.3,1720617150.0,7.0,2.0,35.0,4.0,2.0,88.0,12.0,2.0,49.0,10.0,1.0,35.0,59.28
59.3,1720617180.0,4.0,2.0,21.0,7.0,4.0,67.0,8.0,5.0,68.0,19.0,4.0,54.0,59.28
59.3,1720617210.0,18.0,4.0,13.0,16.0,7.0,69.0,17.0,8.0,53.0,20.0,4.0,36.0,59.28
59.3,1720617240.0,20.0,2.0,5.0,19.0,13.0,73.0,15.0,5.0,42.0,14.0,4.0,52.0,59.28
59.3,1720617270.0,24.0,4.0,9.0,17.0,14.0,73.0,13.0,1.0,8.0,12.0,5.0,74.0,59.28
59.3,1720617300.0,23.0,2.0,3.0,19.0,12.0,99.0,16.0,3.0,65.0,,,,59.28
59.3,1720617330.0,23.0,4.0,11.0,17.0,14.0,76.0,19.0,10.0,57.0,24.0,5.0,21.0,59.28
59.3,1720617360.0,27.0,6.0,16.0,23.0,13.0,74.0,20.0,7.0,46.0,23.0,5.0,22.0,59.28
59.3,1720617390.0,34.0,9.0,13.0,26.0,11.0,59.0,23.0,12.0,33.0,24.0,3.0,8.0,59.28
59.3,1720617420.0,39.0,7.0,9.0,31.0,14.0,54.0,28.0,8.0,38.0,36.0,3.0,8.0,59.28
59.3,1720617450.0,39.0,11.0,17.0,34.0,15.0,49.0,27.0,10.0,34.0,39.0,6.0,7.0,59.28
59.3,1720617480.0,43.0,11.0,13.0,36.0,17.0,44.0,33.0,6.0,29.0,28.0,9.0,27.0,59.28
59.3,1720617510.0,42.0,8.0,10.0,35.0,18.0,55.0,29.0,11.0,29.0,29.0,3.0,5.0,59.28
59.3,1720617540.0,45.0,8.0,10.0,33.0,15.0,47.0,29.0,9.0,42.0,,,,59.28
59.3,1720617570.0,54.0,13.0,14.0,43.0,15.0,28.0,37.0,9.0,29.0,40.0,5.0,11.0,59.28
59.3,1720617600.0,47.0,11.0,23.0,43.0,14.0,40.0,40.0,13.0,38.0,39.0,6.0,12.0,59.28
59.3,1720617630.0,47.0,12.0,15.0,42.0,20.0,55.0,32.0,12.0,31.0,33.0,6.0,11.0,59.28
59.3,1720617660.0,49.0,12.0,13.0,41.0,17.0,31.0,36.0,10.0,35.0,38.0,5.0,7.0,59.28
59.3,1720617690.0,47.0,8.0,9.0,43.0,18.0,37.0,40.0,12.0,24.0,42.0,3.0,3.0,59.28
59.3,1720617720.0,46.0,13.0,15.0,42.0,22.0,48.0,44.0,17.0,25.0,42.0,7.0,10.0,59.28
59.3,1720617750.0,45.0,11.0,13.0,43.0,17.0,38.0,39.0,12.0,20.0,38.0,13.0,17.0,59.28
59.3,1720617780.0,48.0,12.0,15.0,42.0,18.0,33.0,38.0,14.0,29.0,45.0,1.0,1.0,59.28
59.3,1720617810.0,54.0,9.0,10.0,47.0,12.0,29.0,44.0,10.0,18.0,48.0,5.0,6.0,59.28
59.3,1720617840.0,57.0,11.0,9.0,49.0,19.0,36.0,42.0,8.0,12.0,42.0,9.0,13.0,59.28
59.3,1720617870.0,56.0,9.0,8.0,46.0,16.0,35.0,40.0,6.0,16.0,40.0,14.0,16.0,59.28
59.3,1720617900.0,52.0,13.0,15.0,48.0,16.0,27.0,42.0,16.0,34.0,43.0,3.0,2.0,59.28
59.3,1720617930.0,55.0,17.0,21.0,49.0,11.0,17.0,42.0,15.0,35.0,38.0,2.0,6.0,59.28
59.3,1720617960.0,52.0,12.0,12.0,46.0,17.0,37.0,42.0,13.0,28.0,45.0,5.0,4.0,59.28
59.3,1720617990.0,52.0,15.0,17.0,47.0,22.0,41.0,42.0,11.0,30.0,42.0,12.0,17.0,59.28
59.3,1720618020.0,54.0,8.0,8.0,40.0,20.0,49.0,39.0,12.0,24.0,38.0,1.0,2.0,59.28
59.3,1720618050.0,50.0,13.0,14.0,41.0,20.0,44.0,44.0,12.0,17.0,44.0,3.0,2.0,59.28
59.3,1720618080.0,51.0,15.0,17.0,47.0,16.0,39.0,47.0,8.0,12.0,47.0,1.0,1.0,59.28
59.3,1720618110.0,49.0,14.0,17.0,43.0,18.0,34.0,43.0,12.0,26.0,40.0,8.0,11.0,59.28
59.3,1720618140.0,49.0,16.0,19.0,43.0,18.0,47.0,38.0,10.0,18.0,33.0,11.0,16.0,59.28
59.3,1720618170.0,52.0,11.0,13.0,45.0,16.0,31.0,43.0,11.0,18.0,35.0,3.0,3.0,59.28
59.3,1720618200.0,57.0,16.0,16.0,51.0,18.0,32.0,48.0,6.0,18.0,45.0,6.0,7.0,59.28
59.3,1720618230.0,59.0,13.0,14.0,50.0,23.0,36.0,45.0,16.0,37.0,46.0,8.0,9.0,59.28
59.3,1720618260.0,55.0,9.0,10.0,51.0,23.0,38.0,41.0,15.0,29.0,40.0,12.0,15.0,59.28
59.3,1720618290.0,46.0,13.0,16.0,49.0,19.0,39.0,48.0,5.0,10.0,43.0,5.0,5.0,59.28
59.3,1720618320.0,59.0,13.0,15.0,50.0,18.0,36.0,45.0,14.0,29.0,45.0,2.0,4.0,59.28
59.3,1720618350.0,56.0,13.0,13.0,46.0,18.0,36.0,44.0,8.0,15.0,41.0,3.0,3.0,59.28
59.3,1720618380.0,55.0,10.0,10.0,43.0,18.0,37.0,37.0,11.0,27.0,37.0,14.0,22.0,59.28
59.3,1720618410.0,50.0,10.0,11.0,45.0,21.0,36.0,29.0,13.0,32.0,28.0,8.0,19.0,59.28
59.3,1720618440.0,38.0,11.0,15.0,38.0,23.0,56.0,37.0,11.0,29.0,34.0,1.0,2.0,59.28
59.3,1720618470.0,37.0,7.0,10.0,35.0,17.0,42.0,42.0,12.0,26.0,43.0,5.0,6.0,59.28
59.3,1720618500.0,40.0,11.0,15.0,41.0,11.0,27.0,45.0,9.0,15.0,43.0,6.0,8.0,59.28
59.3,1720618530.0,47.0,8.0,9.0,38.0,16.0,34.0,34.0,11.0,31.0,38.0,10.0,19.0,59.28
59.3,1720618560.0,41.0,10.0,14.0,37.0,12.0,46.0,30.0,7.0,21.0,27.0,2.0,6.0,59.28
59.3,1720618590.0,28.0,6.0,12.0,29.0,17.0,58.0,32.0,14.0,38.0,30.0,3.0,6.0,59.28
59.3,1720618620.0,17.0,5.0,17.0,13.0,5.0,76.0,12.0,5.0,27.0,23.0,2.0,4.0,59.28
59.3,1720618650.0,16.0,2.0,8.0,16.0,5.0,85.0,15.0,3.0,56.0,14.0,3.0,12.0,59.28
59.3,1720618680.0,,,,17.0,4.0,57.0,14.0,3.0,51.0,13.0,1.0,13.0,59.28
59.3,1720618710.0,11.0,5.0,26.0,12.0,6.0,50.0,17.0,7.0,55.0,13.0,5.0,28.0,59.28
59.3,1720618740.0,32.0,7.0,13.0,27.0,14.0,40.0,24.0,15.0,43.0,24.0,4.0,8.0,59.28
59.3,1720618770.0,38.0,8.0,13.0,35.0,16.0,35.0,33.0,8.0,13.0,33.0,14.0,28.0,59.28
59.3,1720618800.0,42.0,8.0,15.0,37.0,15.0,36.0,36.0,7.0,22.0,36.0,6.0,18.0,59.28
59.3,1720618830.0,44.0,9.0,17.0,36.0,15.0,44.0,41.0,11.0,29.0,34.0,2.0,4.0,59.28
59.3,1720618860.0,46.0,10.0,12.0,42.0,17.0,39.0,41.0,5.0,14.0,41.0,5.0,6.0,59.28
59.3,1720618890.0,42.0,9.0,12.0,43.0,15.0,34.0,39.0,11.0,27.0,31.0,7.0,28.0,59.28
59.3,1720618920.0,30.0,12.0,23.0,31.0,12.0,46.0,22.0,4.0,26.0,22.0,9.0,33.0,59.28
59.3,1720618950.0,27.0,3.0,7.0,22.0,12.0,57.0,12.0,8.0,50.0,16.0,6.0,51.0,59.28
59.3,1720618980.0,6.0,3.0,16.0,8.0,1.0,99.0,10.0,1.0,4.0,8.0,1.0,47.0,59.28
59.3,1720619010.0,9.0,2.0,65.0,10.0,3.0,13.0,10.0,4.0,91.0,7.0,1.0,36.0,59.28
59.3,1720619040.0,9.0,2.0,35.0,11.0,7.0,63.0,15.0,4.0,71.0,11.0,1.0,56.0,59.28
59.3,1720619070.0,20.0,11.0,33.0,18.0,7.0,39.0,15.0,3.0,62.0,17.0,2.0,80.0,59.28
59.3,1720619100.0,23.0,8.0,18.0,23.0,7.0,45.0,17.0,5.0,68.0,19.0,5.0,36.0,59.28
59.3,1720619130.0,35.0,3.0,4.0,27.0,14.0,62.0,20.0,8.0,54.0,18.0,7.0,43.0,59.28
59.3,1720619160.0,30.0,10.0,17.0,27.0,15.0,60.0,25.0,6.0,52.0,20.0,7.0,44.0,59.28
59.3,1720619190.0,29.0,6.0,9.0,24.0,10.0,49.0,20.0,8.0,31.0,20.0,6.0,27.0,59.28
59.3,1720619220.0,32.0,10.0,22.0,25.0,12.0,56.0,20.0,8.0,47.0,19.0,4.0,10.0,59.28
59.3,1720619250.0,33.0,3.0,4.0,26.0,15.0,60.0,20.0,9.0,71.0,27.0,3.0,14.0,59.28
59.3,1720619280.0,36.0,10.0,16.0,26.0,11.0,43.0,23.0,9.0,33.0,24.0,4.0,19.0,59.28
59.3,1720619310.0,33.0,7.0,16.0,28.0,16.0,42.0,23.0,9.0,39.0,15.0,8.0,34.0,59.28
59.3,1720619340.0,35.0,9.0,14.0,29.0,7.0,35.0,22.0,7.0,67.0,22.0,2.0,8.0,59.28
59.3,1720619370.0,35.0,13.0,24.0,31.0,11.0,48.0,24.0,10.0,33.0,25.0,3.0,10.0,59.28
59.3,1720619400.0,45.0,9.0,10.0,34.0,14.0,57.0,28.0,8.0,36.0,36.0,6.0,30.0,59.28
59.3,1720619430.0,41.0,9.0,12.0,35.0,17.0,39.0,28.0,11.0,37.0,28.0,9.0,41.0,59.28
59.3,1720619460.0,44.0,12.0,19.0,32.0,11.0,49.0,24.0,8.0,31.0,22.0,5.0,26.0,59.28
59.3,1720619490.0,41.0,7.0,9.0,34.0,12.0,48.0,30.0,11.0,35.0,33.0,7.0,18.0,59.28
59.3,1720619520.0,41.0,6.0,9.0,32.0,16.0,63.0,32.0,10.0,29.0,36.0,5.0,7.0,59.28
59.3,1720619550.0,45.0,12.0,14.0,31.0,17.0,51.0,35.0,10.0,28.0,31.0,9.0,32.0,59.28
59.3,1720619580.0,42.0,6.0,7.0,34.0,11.0,36.0,30.0,10.0,36.0,34.0,11.0,23.0,59.28
59.3,1720619610.0,45.0,12.0,15.0,35.0,12.0,50.0,31.0,12.0,48.0,29.0,3.0,5.0,59.28
59.3,1720619640.0,46.0,11.0,13.0,38.0,18.0,42.0,36.0,16.0,32.0,34.0,7.0,15.0,59.28
59.3,1720619670.0,48.0,11.0,12.0,41.0,17.0,45.0,39.0,10.0,19.0,37.0,11.0,15.0,59.28
59.3,1720619700.0,31.0,10.0,29.0,29.0,15.0,48.0,25.0,8.0,38.0,26.0,6.0,17.0,59.28
59.3,1720619730.0,17.0,8.0,28.0,21.0,13.0,64.0,19.0,8.0,89.0,21.0,3.0,11.0,59.28
59.3,1720619760.0,23.0,9.0,22.0,22.0,13.0,63.0,22.0,8.0,27.0,21.0,2.0,5.0,59.28
59.3,1720619790.0,25.0,7.0,16.0,23.0,10.0,54.0,23.0,6.0,33.0,24.0,6.0,26.0,59.28
59.3,1720619820.0,21.0,10.0,24.0,23.0,12.0,49.0,20.0,6.0,76.0,23.0,3.0,15.0,59.28
59.3,1720619850.0,11.0,5.0,27.0,11.0,2.0,71.0,13.0,1.0,48.0,,,,59.28
59.3,1720619880.0,18.0,8.0,25.0,19.0,9.0,55.0,17.0,3.0,57.0,17.0,4.0,28.0,59.28
59.3,1720619910.0,26.0,7.0,14.0,22.0,11.0,59.0,19.0,11.0,60.0,21.0,2.0,16.0,59.28
59.3,1720619940.0,30.0,11.0,21.0,26.0,10.0,32.0,19.0,8.0,63.0,19.0,8.0,43.0,59.28
59.3,1720619970.0,36.0,7.0,10.0,28.0,9.0,45.0,20.0,7.0,52.0,17.0,4.0,16.0,59.28
59.3,1720620000.0,35.0,9.0,17.0,32.0,18.0,65.0,22.0,11.0,39.0,17.0,1.0,4.0,59.28
59.3,1720620030.0,41.0,8.0,17.0,31.0,11.0,48.0,23.0,8.0,59.0,34.0,7.0,22.0,59.28
59.3,1720620060.0,43.0,7.0,10.0,36.0,13.0,45.0,25.0,11.0,50.0,24.0,7.0,35.0,59.28
59.3,1720620090.0,43.0,9.0,10.0,37.0,14.0,54.0,26.0,9.0,40.0,23.0,8.0,39.0,59.28
59.3,1720620120.0,36.0,10.0,14.0,30.0,12.0,57.0,21.0,7.0,49.0,21.0,2.0,32.0,59.28
59.3,1720620150.0,42.0,9.0,19.0,35.0,13.0,49.0,27.0,9.0,41.0,30.0,2.0,11.0,59.28
59.3,1720620180.0,43.0,13.0,19.0,38.0,12.0,27.0,30.0,3.0,15.0,34.0,7.0,23.0,59.28
59.3,1720620210.0,45.0,9.0,16.0,36.0,15.0,59.0,36.0,9.0,31.0,40.0,2.0,2.0,59.28
59.3,1720620240.0,46.0,10.0,12.0,39.0,11.0,35.0,34.0,9.0,35.0,40.0,3.0,3.0,59.28
59.3,1720620270.0,45.0,9.0,12.0,40.0,13.0,35.0,33.0,12.0,33.0,32.0,7.0,12.0,59.28
59.3,1720620300.0,25.0,9.0,31.0,21.0,10.0,50.0,18.0,8.0,38.0,14.0,1.0,3.0,59.28
59.3,1720620330.0,16.0,5.0,29.0,16.0,8.0,99.0,17.0,2.0,55.0,17.0,1.0,33.0,59.28
59.3,1720620360.0,19.0,5.0,15.0,18.0,9.0,69.0,18.0,6.0,69.0,28.0,5.0,27.0,59.28
59.3,1720620390.0,29.0,6.0,11.0,24.0,11.0,57.0,21.0,8.0,35.0,25.0,7.0,16.0,59.28
59.3,1720620420.0,33.0,7.0,11.0,27.0,11.0,55.0,23.0,5.0,23.0,22.0,4.0,50.0,59.28
59.3,1720620450.0,35.0,7.0,10.0,22.0,18.0,69.0,17.0,10.0,39.0,26.0,6.0,35.0,59.28
59.3,1720620480.0,33.0,14.0,26.0,29.0,11.0,56.0,22.0,8.0,46.0,29.0,4.0,9.0,59.28
59.3,1720620510.0,39.0,10.0,20.0,32.0,11.0,52.0,20.0,6.0,53.0,24.0,2.0,4.0,59.28
59.3,1720620540.0,40.0,6.0,8.0,31.0,15.0,47.0,22.0,10.0,35.0,21.0,7.0,29.0,59.28
59.3,1720620570.0,35.0,6.0,9.0,30.0,16.0,58.0,24.0,7.0,29.0,23.0,10.0,34.0,59.28
59.3,1720620600.0,41.0,8.0,11.0,32.0,15.0,41.0,26.0,8.0,54.0,30.0,4.0,20.0,59.28
59.3,1720620630.0,33.0,4.0,9.0,28.0,11.0,51.0,20.0,9.0,47.0,14.0,3.0,16.0,59.28
59.3,1720620660.0,29.0,6.0,12.0,27.0,6.0,56.0,17.0,1.0,76.0,16.0,2.0,3.0,59.28
59.3,1720620690.0,16.0,1.0,3.0,6.0,3.0,39.0,20.0,1.0,99.0,,,,59.28
59.3,1720620720.0,19.0,4.0,10.0,19.0,8.0,69.0,14.0,4.0,69.0,15.0,3.0,61.0,59.28
59.3,1720620750.0,16.0,3.0,15.0,20.0,12.0,50.0,17.0,11.0,53.0,15.0,3.0,17.0,59.28
59.3,1720620780.0,25.0,8.0,24.0,24.0,9.0,39.0,23.0,7.0,48.0,19.0,2.0,27.0,59.28
59.3,1720620810.0,27.0,8.0,15.0,22.0,9.0,61.0,20.0,4.0,42.0,18.0,3.0,35.0,59.28
59.3,1720620840.0,32.0,7.0,12.0,27.0,13.0,53.0,20.0,9.0,45.0,21.0,6.0,31.0,59.28
59.3,1720620870.0,34.0,6.0,10.0,30.0,13.0,48.0,25.0,6.0,27.0,25.0,6.0,20.0,59.28
59.3,1720620900.0,34.0,5.0,8.0,30.0,14.0,64.0,27.0,11.0,27.0,31.0,7.0,19.0,59.28
59.3,1720620930.0,35.0,13.0,22.0,31.0,16.0,61.0,26.0,10.0,35.0,31.0,10.0,21.0,59.28
59.3,1720620960.0,37.0,13.0,19.0,31.0,18.0,49.0,24.0,11.0,37.0,21.0,6.0,22.0,59.28
59.3,1720620990.0,38.0,10.0,15.0,29.0,11.0,53.0,28.0,11.0,33.0,39.0,1.0,1.0,59.28
59.3,1720621020.0,39.0,7.0,16.0,30.0,15.0,54.0,33.0,13.0,38.0,37.0,6.0,13.0,59.28
59.3,1720621050.0,38.0,5.0,6.0,32.0,14.0,59.0,35.0,4.0,15.0,42.0,4.0,5.0,59.28
59.3,1720621080.0,34.0,12.0,19.0,31.0,15.0,47.0,29.0,11.0,27.0,30.0,8.0,13.0,59.28
59.3,1720621110.0,38.0,11.0,16.0,34.0,10.0,29.0,31.0,8.0,37.0,30.0,5.0,11.0,59.28
59.3,1720621140.0,43.0,12.0,17.0,37.0,17.0,38.0,37.0,13.0,35.0,39.0,3.0,3.0,59.28
59.3,1720621170.0,49.0,11.0,12.0,44.0,17.0,33.0,39.0,14.0,33.0,42.0,12.0,21.0,59.28
59.3,1720621200.0,50.0,12.0,13.0,40.0,16.0,41.0,38.0,12.0,33.0,33.0,7.0,21.0,59.28
59.3,1720621230.0,40.0,11.0,16.0,36.0,17.0,38.0,38.0,8.0,23.0,37.0,7.0,16.0,59.28
59.3,1720621260.0,44.0,11.0,13.0,40.0,22.0,65.0,40.0,12.0,30.0,40.0,3.0,3.0,59.28
59.3,1720621290.0,50.0,8.0,10.0,43.0,17.0,35.0,44.0,10.0,16.0,42.0,5.0,7.0,59.28
59.3,1720621320.0,44.0,16.0,19.0,41.0,17.0,47.0,40.0,10.0,28.0,37.0,6.0,14.0,59.28
59.3,1720621350.0,46.0,17.0,23.0,39.0,18.0,48.0,30.0,13.0,36.0,31.0,7.0,11.0,59.28
59.3,1720621380.0,47.0,12.0,17.0,41.0,18.0,44.0,36.0,12.0,24.0,31.0,5.0,12.0,59.28
59.3,1720621410.0,42.0,10.0,12.0,42.0,17.0,44.0,43.0,7.0,19.0,37.0,4.0,8.0,59.28
59.3,1720621440.0,52.0,11.0,11.0,45.0,12.0,27.0,41.0,10.0,34.0,38.0,5.0,6.0,59.28
59.3,1720621470.0,58.0,8.0,7.0,47.0,19.0,44.0,39.0,7.0,14.0,39.0,13.0,19.0,59.28
59.3,1720621500.0,48.0,12.0,15.0,46.0,18.0,38.0,44.0,15.0,29.0,,,,59.28
59.3,1720621530.0,49.0,13.0,18.0,40.0,13.0,58.0,40.0,8.0,20.0,54.0,3.0,3.0,59.28
59.3,1720621560.0,42.0,10.0,13.0,38.0,21.0,45.0,36.0,10.0,24.0,41.0,5.0,6.0,59.28
59.3,1720621590.0,35.0,12.0,19.0,35.0,12.0,61.0,31.0,6.0,11.0,32.0,9.0,23.0,59.28
59.3,1720621620.0,36.0,10.0,21.0,32.0,9.0,34.0,30.0,6.0,27.0,30.0,5.0,12.0,59.28
